DATA,LABEL
The system must be available for use between 700AM and 1159PM all days of the year,0
Vulnerability scanning is simple to dominate with a oneclick networkwide scan,0
Quick Issue SSL Certificate supports the creation of flexible CA hierarchy to meet more application deployments,0
The websites availability is critical for users to access information at any time,0
Patrol information management module to display the patrol information,0
Car parking information management system will be used to display vehicle and parking space data,0
Fire hazard management module to display fire hazard information,0
Management detection and response provides you with standardized operation and maintenance operation services for Huawei Cloud Security through cloud service approach,0
The system should have a recovery point objective RPO and a recovery time objective RTO in place,0
The log management function module of the wisdom operation center of the Eastcom Smart Park project manages all operation logs of the account,0
The system shall be designed with ease of access in mind as the data may be needed in emergency situations ,0
Vulnerability scanning covers multiple types of asset scanning intelligently associating each asset to avoid scanning blind spots,0
The system shall be able to function as desired all the time  ,0
Natural language processing foundation provides users with natural language related APIs including word separation named entity recognition keyword extraction short text similarity etc which can be used in scenarios such as intelligent QA,0
Private certificate supports certificate revocation list to remind tenants of certificate status in time to avoid certificate expiration,0
The log management function module of the environmental monitoring system of the Dongxin Smart Park project manages all operation logs of the account,0
The Credential Management Service provides credential multiversion management and application nodes achieve secure rotation of application layer credentials through APISDK calls,0
The healthcare systems availability is critical for medical professionals to access patient information and provide timely care,0
Alarm record function module is used to record equipment alarm information,0
Environmental information can be displayed for environmental information,0
ELB supports multicity multilive disaster recovery with multiple availability zones and seamless realtime switchover Perfect health check mechanism to ensure realtime business online,0
Sensitive data recognition image types supports recognition of sensitive text in images png bmp gif jpx jp2 in total 8 types including Chinese and English,0
The website shall achieve 995 up time,0
The online fashion retailers availability is crucial for customers to shop for fashion items at any time,0
Borrowing records can display the borrowing records of users,0
 The RFS system should be available 247  especially during the budgeting period The RFS system shall be available 90 of the time all year  and 98 during the budgeting period 2 of the time  the system will become available within 1 hour of the time that the situation is reported,0
Printers can display the status of equipment and printing tasks,0
Information on the product management functions of the Dongxin Smart Park Project Document Management Platform will be used for the promotion information on the home page and the homepage,0
The realtime alarm module displays the abnormal alarm data returned by communication devices and sensing devices in real time,0
IOT card management to display the patrol information,0
The online job search platforms availability is critical for job seekers to search and apply for jobs anytime,0
The system should work all the time and provide a means to handle errors with little or no input from the user ,0
Get the latest credential version or the credential with specified version status by calling APISDK to achieve full or grayscale credential rotation,0
The system should have a process in place to ensure application availability during application updates,0
The information of the product management function of the smart electricity management software of the ASEAN Information Port will be used for the promotion information on the home page and the homepage,0
The alarm statistics of the equipment in the ASEAN Information Port Smart Power Management System will show the alarm content and alarm time,0
Management Detection and Response has the advantages of oneclick order instant service to users big data support capability and service scale,0
The log management function module of Dongsin Coin Management Platform of Dongsin Wisdom Park Project manages all operation logs of this account,0
Constraints for assets that can be added are detailed in Usage Constraints,0
The system shall have high availability wherever it is needed ,0
The system shall that the information collected from the previous stage of life should be readily available in any stage and whenever it is required by the rightful user ,0
Consumption records will be used to view the users consumption including recharge records and consumption records,0
Courier bill autofill recognizes the contact information in the picture and automatically fills in the courier bill reducing manual input,0
The system should have automated failover procedures in place in case of server failure,0
ModelArts supports model deployment to multiple production environments including online inference and batch inference in the cloud and direct deployment to the end and edge,0
The system shall have high availability in such a way that it remains accessible online even during maintenance ,0
The system should have a faulttolerance mechanism in place to handle unexpected failures,0
Dualactive gateway Dualactive gateways are deployed in different AZ zones to achieve AZlevel high availability guarantee,0
DDoS native basic protection provides network layer and application layer DDoS attack protection and provides realtime alerts for attack interception,0
Channel management module is used to manage recharge channels,0
Threat detection service can intelligently detect seven IAM highrisk scenarios elastic portrait model evidence leakage Token exploitation abnormal delegation offsite login unknown threat and brute force cracking,0
The system should work all the time and provide a means to handle errors with little or no input from the user  ,0
SSL Certificate OneClick Deployment supports oneclick deployment of digital certificates in Huawei Clouds already opened cloud products for minimal cost application on the cloud,0
The system shall be developed to be available all the time ,0
The system shall achieve 95 up time,0
Vulnerability scan can be customized to scan events risk status is more clearly understood,0
ASEAN Information Port Smart Power Management System can view the operation status and data of each server in the integrated platform,0
Threat detection services ignore the activity of IP addresses in the whitelist and generate alert results for the activity of IP addresses in the intelligence,0
The system shall be available to users all the time to ensure a 247 service delivery and give results in a short period of time ,0
AIassisted medical imaging provides fully automated fast and accurate CT quantification results for imaging and clinicians,0
The solution should provide the ability to retrieve both the information and business context data within which that information was obtained,0
The system should have a process in place to ensure data backups are securely stored,0
The system shall allow that if the mobile phone is not present some authentications are done by the user to obtain access to the system,0
Account management of the recharge management platform of the Eastcom Smart Park project is used to register and manage all login accounts,0
Dongxin Conference Management System log management function module manages all operation logs of the account,0
Print application system supports users to initiate print applications for documents that need to be printed,0
ER can be deployed in multiple availability zones at the same time creating a multilive mode and seamless realtime switching to ensure business continuity,0
The system shall circumvent the electricity power cuts challenges by the use of UPS uninterrupted power supply ,0
Menu release function module is used to release daily menu details,0
Sensitive data identification file types supports nearly 200 types of unstructured files,0
The system will operate round the clock ,0
The account management of the security system of the ASEAN Information Port is used to register and manage all login accounts,0
The online real estate platforms availability is crucial for users to search and buy properties at any time,0
Personnel management function module supports personnel information viewqueryadddeletemodify,0
Quick Issue SSL Certificate supports unified management of certificates under the cloud,0
The system should be able to handle high volumes of transactions without downtime,0
The system should be designed with automatic recovery capabilities to ensure high availability,0
Vulnerability scanning supports incloud and outofcloud websites host vulnerabilities binary component analysis and mobile application security and automatically finds asset fingerprint information,0
The application shall have a downtime of at most 10 minutes per year,0
Face recognition can return to the user the similarity of faces in two images by comparing the features of the face region,0
QR code management module is used to generate and manage QR codes,0
Account management of Dongxin Smart Park projects intelligent catering system is used to register and manage all login accounts,0
The monthly energy consumption report module can be used for the monthly report display page,0
Visual graph analysis provides a wizardstyle exploration environment that supports graph analysis and visualization of query results allowing interactive operations,0
According to the requirements of the equal assurance gap the type of service to provide security reinforcement in a remote or onsite manner to build,0
ModelArts supports applications to image classification object detection video analysis speech recognition product recommendation anomaly detection and many other AI application scenarios,0
The online news portals availability is critical for users to stay updated on current events and news anytime,0
Message module provides users with the ability to view announcements and related notification information in this function,0
The system should be able to handle unexpected spikes in traffic without downtime,0
ModelArts zero code development simple operation to train their own models,0
Quality protection realtime monitoring timely detection of DDoS attacks discard attack traffic forwarding normal traffic to the target IP,0
The system will deliver emails whenever there is internet connection to receive the emails with minimal downtimes ,0
Account management of Dongxin Smart Park Project One Card Management System is used to register and manage all login accounts,0
Huawei HiLens platform supports the management of a variety of device types supporting the management of a large number of devices,0
Automatic settlement terminal is used for the management of automatic settlement terminal,0
The system should be designed with scalability in mind to accommodate growth in traffic or users,0
Information on the product management function of the environmental monitoring system of the Dongxin Smart Park Project will be used for the publicity information on the home page and the homepage,0
Shared load balancing adopts clustering deployment and supports multicity duallive disaster recovery with seamless realtime switchover,0
Video audit VCM is easy to use and can be quickly integrated with users audit systems,0
Graph Engine Service query analysis integration providing rich graph analysis algorithms,0
The log management function module of Dongxin Smart Park Project Integrated Management APP manages all operation logs of this account,0
Registration information of the product management function of the Eastcom Smart Park Projects Park Integration Platform will be used for promotional information on the home page and the homepage,0
Intelligent reading room module provides reading material inquiry and borrowing record function,0
Geneingroup analysis can quickly realize genomic data analysis and AI modeling,0
The system supports license plate blacklist identification and the license plate entering the blacklist is prohibited from entering or leaving the park,0
The recharge management module is used to manage the ratio of recharge to the account,0
The framework shall  be accessible wherever and whenever a client needs to make a purchase ,0
The system should have a mechanism in place to recover from network outages or interruptions,0
The system should have a process in place to ensure database availability during database maintenance,0
Printing statistics module will display the name of the organization the name of the printed document the number of copies the number of pages and the printer information,0
Vehicle TSPs use private certificate management services to issue certificates for each vehicle terminal,0
The system should have an automated backup schedule to ensure backups are performed regularly,0
The system should be able to handle high levels of user traffic without performance degradation,0
Printing statistics module supports statistical printing information,0
Recharge management is used to manage the recharge of Dongsin Coins,0
Energy consumption information is used to display energy consumption information,0
Pedestrian flow information is used to display the pedestrian flow situation,0
Log management function module of China Dongxin Smart Park Project One Card Management System manages all operation logs of this account,0
Intelligent catering mainly provides cateringrelated functions,0
Paper document electronic automatic recognition of structured information and extraction of signature and seal area to help fast audit,0
Management detection and response comprehensively analyzes cloudnative data structure and uses AIdriven intelligent search engine to retrieve massive data in seconds,0
Dongxin Coin System is mainly used to manage the internal points of Dongxin employees and provide a unified points management platform,0
Password change function provides users to do account password change,0
The WCS system shall be available at all times as long as IBMs internal intranet W3 is accessible The WCS system will be available 95 of the time IBMs internal intranet W3 is available,0
The system should be available 999 of the time during normal business hours,0
The system supports electric vehicle license plate recognition,0
The ecommerce websites availability is crucial for customers to browse and shop at any time,0
Automatic learning supports a variety of automatic learning capabilities through automatic learning training models users do not need to write code to complete automatic modeling oneclick deployment,0
Skills market continues to come online for all types of devices AI applications that,0
The log management function module of the security system of Dongfang Information Port manages all the operation logs of the account,0
The system should be designed with automated failover capabilities to ensure high availability,0
The system should be able to recover from hardware failures without data loss,0
DDoS native basic protection can be comprehensive and accurate massive IP blacklist database accurate and effective daily feature database update,0
Account management of Dongxin Smart Park Project Integrated Management APP for registering and managing all login accounts,0
Custom scan supports custom Header scan,0
Consumption details can be filtered by conditions,0
The video conferencing systems availability is critical for users to hold meetings and collaborate in realtime,0
Intelligent meeting is mainly for meeting management,0
Session trail supports multiangle analysis based on time database users clients etc,0
The system shall allow for operation at all times  ,0
The evaluation function module supports fuzzy query in the smart dining system of Eastcom Smart Park project,0
WAF supports full logging capabilities,0
Simple deployment using database bypass deployment method for easy and quick start,0
The product shall achieve a 98 uptime The product shall not fail more than 2 of the available online time,0
AntiDDoS traffic cleaning service provides 2Gbps DDoS attack protection for free for ordinary users,0
ModelArts is able to provide AI Gallery functionality to be able to share models with other developers within the marketplace,0
Elastic scaling ensures that the application always has the right capacity to meet current traffic demands,0
Session behavior provides client and database user session analysis reports,0
AI Gallery preconfigured common algorithms and common data sets support for model sharing within the enterprise or publicly shared,0
The cloud services availability is necessary for users to access their data anytime and anywhere,0
Knowledge mapping identifies learning paths and recommends learning paths for weak knowledge points through the prerequisite relationships of knowledge points,0
The systems logistics are usually accessed hence its availability is guaranteed when and as required ,0
Huawei HiLens provides a management platform on the cloud a rich skills market and developer tools and plugins,0
GES realizes personalized recommendation of friends products or information through friend relationship user portrait behavior similarity product similarity and information dissemination channels etc,0
ModelArts Pro provides prebuilt workflows and models to improve the development efficiency and reduce the development difficulty of enterprise AI applications,0
The system should have a mechanism in place to ensure high availability during database replication,0
The online ticketing systems availability is crucial for users to book tickets for events and shows at any time,0
The print application system can be deleted  modified and can be operated after the application is withdrawn,0
The online art marketplaces availability is essential for users to buy and sell art anytime,0
The system supports the direct deduction of the card balance when the vehicle leaves the site and the entrance and exit show the card balance,0
 All movies shall be streamed on demand  at any time of the day,0
The proposed systemlogistics are easily accessed hence its availability is guaranteed when and as required ,0
Device management function module can be used to manage printing devices,0
After the certification test service the system automatically generates the certification test report of the certification test center,0
CSS supports crossavailability deployment scheme when one availability zone fails the remaining availability zones provide services to enhance the availability of the cluster,0
The system QoS shall guarantee its availability at  999 uptime,0
 Velkat staff will be available for phone support between 7am7pm  MF to provide technical support to the Izogn administrators,0
Language understanding provides users with language understandingrelated APIs including text classification and sentiment analysis which can be used in scenarios such as sentiment analysis content detection and advertisement recognition,0
Smart Parking mainly provides license plate registration function,0
Resource Management supports viewing the name of the resource the service it belongs to the region it belongs to and the security status to help you quickly locate security risk issues and provide solutions,0
If a function instance runs abnormally the system will start a new instance to handle subsequent requests and the resources occupied by the failed function instance will be reclaimed for use,0
Language generation provides users with languagerelated APIs including text summarization which can be used in scenarios such as news summary generation literature summary generation search result fragment generation and product review summary,0
 The product shall be available 24 hours per day  seven days per week,0
Resource management supports viewing the security status of elastic cloud server ECS virtual private cloud VPC object storage service OBS etc,0
The log management function module of the park integration platform of the Eastcom Smart Park project manages all operation logs of the account,0
The system shall ensure that the downtime of internet will not affect its availability as any user can still be granted or denied access to the system ,0
Recipient shall report to Data Custodian any use or disclosure of the IIHI that is not provided for in this DUA of which the Recipient becomes aware,1
Massive thesaurus for popup audit builtin massive thesaurus supporting various matching rules,1
Private certificate supports X509 v3 certificate format,1
The application must comply with all applicable regulations and guidelines related to online dating,1
The software must comply with all copyright laws and regulations,1
The solution should comply with the HIPAA Security Rule Technical Safeguards,1
The platform must meet all applicable data protection and privacy regulations,1
The solution should provide audit capabilities indicating the time stamp for an object or data extraction in accordance with users scope or practice organizational policy or jurisdictional law,1
HIPAA rules protect patients information and also allow a patient to dictate who can access this information,1
The system must comply with all applicable regulations related to online music streaming,1
Cloud service baseline by national 20 equivalence assurance common threelevel compliance check,1
The application must comply with all applicable regulations and standards related to healthcare data,1
i Except as provided in paragraph ii of this subsection within ten 10 days upon termination of this DUA Recipient shall return or destroy all IIHI received from Data Custodian,1
The website shall comply with all applicable laws and regulations related to data privacy,1
The software must comply with all applicable laws and regulations related to electronic signatures,1
This provision shall apply to IIHI that is in the possession of subcontractors or agents of Data Recipient,1
The solution should comply with the HIPAA Privacy Rule,1
Private certificate adopts international symmetric and asymmetric algorithms and conforms to PKICA international standards,1
The User agrees to destroy and send written certification of  the destruction of the files to CMS within 30 days,1
Should Recipient commit a material breach of this DUA which is not cured within thirty 30 days after Recipient receives notice of such breach from the Data Custodian then the Data Custodian will discontinue disclosure of IIHI and will report the problem to the Secretary U S Department of Health and Human Services,1
SM1 is a symmetric encryption algorithm with 128bit encryption strength and is implemented in hardware,1
The system must comply with all applicable international trade and export laws and regulations,1
The User agrees to grant access to the data to the authorized representatives of CMS or DHHS Office of the  Inspector General at the site indicated in section 17 for the purpose of inspecting to confirm compliance with  the terms of this agreement,1
The key is generated by a securitycertified thirdparty hardware security module HSM that meets the requirements of Chinese and international legal compliance,1
Material must include the following disclaimer The NC Public Health Data Group and NC DETECT do not take responsibility for the scientific validity or accuracy of methodology results statistical analyses or conclusions presented,1
Covered entities that experience a breach affecting more than 500 residents of a State or jurisdiction are in addition to notifying the affected individuals required to provide notice to prominent media outlets serving the State or jurisdiction,1
The solution should comply with Electronic Transactions and Code Sets Rule,1
Backup strategies not only should be compliant with HIPAA Security Rule specifications but with other regulations that oversee financial data credit cards,1
Random numbers are generated by a securitycertified thirdparty hardware security module HSM in compliance with Chinese and international legal compliance requirements,1
The Division of Public Health is providing the Recipient with a Limited Data Set of Protected Health Information PHI as defined in 45 Code of Federal Regulations CFR 164514e2,1
Implementation must not violate HIPAA guidelines,1
These individual notifications should be provided without unreasonable delay and in no case later than 60 days following the discovery of a breach and should include to the extent possible a description of the breach a description of the types of information that were involved in the breach the steps affected individuals should take to protect themselves from potential harm a brief description of what the covered entity is doing to investigate the breach mitigate the harm and prevent further breaches as well as contact information for the covered entity,1
The software must be designed to comply with all relevant regulations and guidelines related to online gambling,1
Meet the Equivalence Intrusion Prevention Clause and Malicious Code Prevention Clause,1
SM2 is an asymmetric encryption algorithm with 256bit encryption strength,1
Intelligent transportation complies with the Outline for the construction of a strong transportation country to realize the modernization of transportation governance system and governance capacity,1
The solution should comply with the HIPAA Security Rule Administrative Safeguards,1
The solution should provide the ability to obsolete inactivate nullify destroy and archive a patients record in accordance with local policies and procedures as well as applicable laws and regulations,1
The solution should provide the ability to document transfer of care according to organizational policy scope of practice and jurisdictional law,1
Fast iteration of popup audit continuous and fast iteration of text lexicon timely identification of new noncompliant content,1
Covered entities will notify the Secretary by visiting the HHS web site and filling out and electronically submitting a breach report form,1
SW components are protected from illegal access,1
The application must meet all applicable regulations and standards related to payment processing,1
The application must comply with all relevant regulations and guidelines related to online social networking,1
The platform must comply with all relevant regulations and guidelines related to online travel,1
In the event that Recipient determines that returning or destroying the IIHI is infeasible Recipient shall provide to Data Custodian notification of the conditions that make return or destruction infeasible,1
The system meets the Equivalence Intrusion Prevention Clause and Malicious Code Prevention Clause,1
Establish internal certificate management system through private certificate management and issue and manage selfsigned private certificates within the enterprise,1
The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations,1
All actions that modify an existing dispute case must be recorded in the case history,1
The User agrees not to retain CMS files or any parts thereof or specific bidding information and those files that can be used in concert with other information to identify after the aforementioned files are destroyed unless the appropriate Systems Manager or the person designated in section 20 of this Agreement grants written authorization,1
The application must be designed to comply with all relevant regulations and guidelines related to telecommunication,1
The application must comply with all applicable regulations and guidelines related to online real estate,1
The solution should provide the ability to view change history for a particular record or data set in accordance with users scope of practice organizational policy or jurisdictional law,1
The solution should provide audit capabilities indicating the time stamp for an object or data modification in accordance with users scope or practice organizational policy or jurisdictional law,1
The solution should provide HIPAA records and compliance reports,1
The User agrees to report any breach of personally identifiable information PII from the CMS data files loss of  these data or disclosure to any unauthorized persons to the CMS Action Desk by telephone at 410 7862580 or  by email notification at cmsitservicedeskcmshhsgov within one hour and to cooperate fully in the federal security incident process,1
SM4 is a symmetric encryption algorithm with an encryption strength of 128 bits,1
The solution should comply with the HIPAA Security Rule,1
The solution should provide additional nonrepudiation functionality where required by users scope of practice organizational policy or jurisdictional law,1
The System shall meet all applicable accounting standards  The final version of the System must successfully pass independent audit performed by a certified auditor,1
All data presented in publications possibly and possibly presentations shall be presented in aggregate form only in a manner in which an individual cannot be identified in addition hospital names will not be disclosed,1
Dedicated HSM provides you with encryption hardware tested and certified by the National Cryptologic Authority,1
The system must be designed to comply with all relevant government regulations related to public safety,1
Recipient will send the Data Oversight Committee DPH and NC DETECT team acopy ofany publications possibly and possibly presentations that have been derived from NC DETECT data at least two weeks beforepresentation or publication to insure that institutional and personal confidentiality is maintained,1
The platform must comply with all applicable regulations and guidelines related to online food delivery,1
All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z,1
Following a breach of unsecured protected health information covered entities should provide notification of the breach to affected individuals the Secretary and in certain circumstances to the media,1
The core function of container security service can meet the terms of intrusion prevention and malicious code prevention,1
The platform must be designed to comply with all relevant regulations related to ecommerce,1
Sending spam externally violates the Huawei Cloud User Agreement and related laws and regulations and hosts that send large amounts of spam will be blacklisted by international antispam organizations,1
The solution should conform to function IN13 Entity Access Control to limit access to audit record information to appropriate entities in accordance with users scope of practice organizational policy or jurisdictional law,1
Such access should also be subject to appropriate release of information protocols local audit policies minimum necessary criteria and other contractual arrangements and laws and,1
The system must be designed to ensure compliance with all relevant industry standards and regulations,1
The solution should provide the ability to capture medication administration details including timestamps observations complications and reason if medication was not given  in accordance with organizational policy scope of practice and jurisdictional law,1
The website must be designed to comply with all applicable regulations and guidelines related to online education,1
The product shall comply with the estimatics laws relating to recycled parts usage,1
The system has capability to comply with HIPAA Standards for Electronic Transactions,1
For oral or written presentations or publications the source of the data must be attributed to The NC Public Health Data Group and NC DETECT,1
Secret assessment construction assistant provides secret assessment compliance national secret transformation and cryptographic security assessment consulting services for government and large enterprises and institutions,1
If a breach of unsecured protected health information occurs at or by a business associate the business associate should notify the covered entity following the discovery of the breach,1
Meet the requirements of Equivalence Assurance Level 3 database audit,1
Privacy Rule  Protected health information or PHI is defined at 45 CFR  160103 which can be found on the OCR website at httphhsgovocrhipaa,1
The website must be designed to comply with all relevant regulations and guidelines related to online charity,1
Covered entities should provide this individual notice in written form by firstclass mail or alternatively by email if the affected individual has agreed to receive such notices electronically,1
The system must comply with all applicable security and data protection regulations,1
The software must be designed to comply with all relevant regulations and guidelines related to online job hunting,1
